0.10,0.09,13.03,35280.00,0.29,0.28,10.62,11760.00,0.67,0.65,9.93,5040.00,0.29,0.28,10.62,11760.00,0.67,0.65,9.93,5040.00,1.00,0.98,9.76,3360.00,0.33,0.33,10.45,10080.00,0.29,0.28,10.62,11760.00,0.67,0.65,9.93,5040.00
1.00,1.00,65.92,225.00,0.06,0.06,73.92,3600.00,0.06,0.06,73.92,3600.00,0.25,0.25,67.52,900.00,0.25,0.25,67.52,900.00,0.06,0.06,73.92,3600.00,0.25,0.25,67.52,900.00,0.06,0.06,73.92,3600.00,0.06,0.06,73.92,3600.00
0.50,0.47,65.80,480.00,0.02,0.02,74.05,14400.00,0.02,0.02,74.05,14400.00,0.07,0.06,67.65,3600.00,0.07,0.06,67.65,3600.00,0.02,0.02,74.05,14400.00,0.07,0.06,67.65,3600.00,0.02,0.02,74.05,14400.00,0.02,0.02,74.05,14400.00
1.00,1.00,2.69,41160.00,0.06,0.06,11.26,658560.00,0.03,0.03,20.40,1317120.00,0.25,0.25,4.40,164640.00,0.12,0.12,6.69,329280.00,0.06,0.06,11.26,658560.00,0.25,0.25,4.40,164640.00,0.06,0.06,11.26,658560.00,0.03,0.03,20.40,1317120.00
1.00,1.00,3.05,57624.00,0.25,0.25,3.70,230496.00,0.25,0.25,3.70,230496.00,1.00,1.00,3.05,57624.00,1.00,1.00,3.05,57624.00,0.25,0.25,3.70,230496.00,1.00,1.00,3.05,57624.00,0.25,0.25,3.70,230496.00,0.25,0.25,3.70,230496.00
0.02,0.02,9.79,211680.00,0.20,0.20,8.84,23520.00,0.22,0.22,8.83,21168.00,0.10,0.10,8.96,47040.00,0.11,0.11,8.94,42336.00,0.33,0.33,8.79,14112.00,0.22,0.22,8.83,21168.00,0.20,0.20,8.84,23520.00,0.22,0.22,8.83,21168.00
1.00,1.00,65.73,441.00,0.06,0.06,71.44,7056.00,0.06,0.06,71.44,7056.00,0.25,0.25,66.87,1764.00,0.25,0.25,66.87,1764.00,0.06,0.06,71.44,7056.00,0.25,0.25,66.87,1764.00,0.06,0.06,71.44,7056.00,0.06,0.06,71.44,7056.00
1.00,1.00,66.13,441.00,0.25,0.25,66.82,1764.00,0.25,0.25,66.82,1764.00,1.00,1.00,66.13,441.00,1.00,1.00,66.13,441.00,0.25,0.25,66.82,1764.00,1.00,1.00,66.13,441.00,0.25,0.25,66.82,1764.00,0.25,0.25,66.82,1764.00
0.04,0.03,18.18,1843968.00,0.02,0.01,38.75,4214784.00,0.02,0.02,34.18,3687936.00,0.06,0.05,11.32,1053696.00,0.07,0.06,10.18,921984.00,0.06,0.05,11.32,1053696.00,0.06,0.05,11.32,1053696.00,0.02,0.01,38.75,4214784.00,0.02,0.02,34.18,3687936.00
1.00,1.00,3.05,57624.00,0.25,0.25,3.70,230496.00,0.25,0.25,3.70,230496.00,1.00,1.00,3.05,57624.00,1.00,1.00,3.05,57624.00,0.25,0.25,3.70,230496.00,1.00,1.00,3.05,57624.00,0.25,0.25,3.70,230496.00,0.25,0.25,3.70,230496.00
0.03,0.02,6.76,129360.00,0.18,0.17,5.84,18480.00,0.29,0.27,5.79,11760.00,0.18,0.17,5.84,18480.00,0.14,0.14,5.88,23520.00,0.50,0.48,5.75,6720.00,0.14,0.14,5.88,23520.00,0.18,0.17,5.84,18480.00,0.14,0.14,5.88,23520.00
1.00,1.00,65.73,441.00,0.06,0.06,71.44,7056.00,0.06,0.06,71.44,7056.00,0.25,0.25,66.87,1764.00,0.25,0.25,66.87,1764.00,0.06,0.06,71.44,7056.00,0.25,0.25,66.87,1764.00,0.06,0.06,71.44,7056.00,0.06,0.06,71.44,7056.00
1.00,1.00,66.13,441.00,0.25,0.25,66.82,1764.00,0.25,0.25,66.82,1764.00,1.00,1.00,66.13,441.00,1.00,1.00,66.13,441.00,0.25,0.25,66.82,1764.00,1.00,1.00,66.13,441.00,0.25,0.25,66.82,1764.00,0.25,0.25,66.82,1764.00
1.00,1.00,3.53,20580.00,0.12,0.12,8.04,164640.00,0.12,0.12,8.04,164640.00,0.50,0.50,4.17,41160.00,0.50,0.50,4.17,41160.00,0.12,0.12,8.04,164640.00,0.50,0.50,4.17,41160.00,0.12,0.12,8.04,164640.00,0.12,0.12,8.04,164640.00
1.00,1.00,3.49,29400.00,0.06,0.06,11.79,470400.00,0.06,0.06,11.79,470400.00,0.25,0.25,5.15,117600.00,0.25,0.25,5.15,117600.00,0.06,0.06,11.79,470400.00,0.25,0.25,5.15,117600.00,0.06,0.06,11.79,470400.00,0.06,0.06,11.79,470400.00
0.03,0.02,6.01,184800.00,0.18,0.17,5.73,26400.00,0.29,0.27,5.72,16800.00,0.18,0.17,5.73,26400.00,0.14,0.14,5.75,33600.00,0.50,0.48,5.71,9600.00,0.14,0.14,5.75,33600.00,0.18,0.17,5.73,26400.00,0.14,0.14,5.75,33600.00
1.00,1.00,65.63,900.00,0.12,0.12,69.20,7200.00,0.12,0.12,69.20,7200.00,0.50,0.50,66.14,1800.00,0.50,0.50,66.14,1800.00,0.12,0.12,69.20,7200.00,0.50,0.50,66.14,1800.00,0.12,0.12,69.20,7200.00,0.12,0.12,69.20,7200.00
1.00,1.00,65.62,900.00,0.12,0.12,67.82,7200.00,0.12,0.12,67.82,7200.00,0.50,0.50,65.93,1800.00,0.50,0.50,65.93,1800.00,0.12,0.12,67.82,7200.00,0.50,0.50,65.93,1800.00,0.12,0.12,67.82,7200.00,0.12,0.12,67.82,7200.00
1.00,1.00,3.50,29400.00,0.12,0.12,8.01,235200.00,0.12,0.12,8.01,235200.00,0.50,0.50,4.15,58800.00,0.50,0.50,4.15,58800.00,0.12,0.12,8.01,235200.00,0.50,0.50,4.15,58800.00,0.12,0.12,8.01,235200.00,0.12,0.12,8.01,235200.00
1.00,1.00,3.49,29400.00,0.06,0.06,11.79,470400.00,0.06,0.06,11.79,470400.00,0.25,0.25,5.15,117600.00,0.25,0.25,5.15,117600.00,0.06,0.06,11.79,470400.00,0.25,0.25,5.15,117600.00,0.06,0.06,11.79,470400.00,0.06,0.06,11.79,470400.00
0.03,0.02,6.01,184800.00,0.18,0.17,5.73,26400.00,0.29,0.27,5.72,16800.00,0.18,0.17,5.73,26400.00,0.14,0.14,5.75,33600.00,0.50,0.48,5.71,9600.00,0.14,0.14,5.75,33600.00,0.18,0.17,5.73,26400.00,0.14,0.14,5.75,33600.00
1.00,1.00,65.63,900.00,0.12,0.12,69.20,7200.00,0.12,0.12,69.20,7200.00,0.50,0.50,66.14,1800.00,0.50,0.50,66.14,1800.00,0.12,0.12,69.20,7200.00,0.50,0.50,66.14,1800.00,0.12,0.12,69.20,7200.00,0.12,0.12,69.20,7200.00
1.00,1.00,65.62,900.00,0.12,0.12,67.82,7200.00,0.12,0.12,67.82,7200.00,0.50,0.50,65.93,1800.00,0.50,0.50,65.93,1800.00,0.12,0.12,67.82,7200.00,0.50,0.50,65.93,1800.00,0.12,0.12,67.82,7200.00,0.12,0.12,67.82,7200.00
1.00,1.00,3.50,29400.00,0.12,0.12,8.01,235200.00,0.12,0.12,8.01,235200.00,0.50,0.50,4.15,58800.00,0.50,0.50,4.15,58800.00,0.12,0.12,8.01,235200.00,0.50,0.50,4.15,58800.00,0.12,0.12,8.01,235200.00,0.12,0.12,8.01,235200.00
1.00,1.00,3.49,29400.00,0.06,0.06,11.79,470400.00,0.06,0.06,11.79,470400.00,0.25,0.25,5.15,117600.00,0.25,0.25,5.15,117600.00,0.06,0.06,11.79,470400.00,0.25,0.25,5.15,117600.00,0.06,0.06,11.79,470400.00,0.06,0.06,11.79,470400.00
